nb_candidats_g;note_a_l_ecrit_g;taux_d_acces_6eme_3eme;part_presents_3eme_ordinaire_total;taux_de_reussite_g
127;13.0;94.0;95.0;98.0
114;11.6;95.0;100.0;92.0
309;13.9;97.0;100.0;99.0
215;12.6;96.0;99.0;98.0
170;13.5;95.0;99.0;100.0
91;11.8;95.0;98.0;99.0
97;10.4;89.0;96.0;86.0
88;10.7;90.0;91.0;86.0
137;12.3;88.0;98.0;95.0
111;11.7;94.0;100.0;89.0
184;10.4;85.0;97.0;80.0
75;11.9;92.0;97.0;100.0
38;11.0;96.0;95.0;95.0
189;10.9;92.0;96.0;83.0
87;10.0;85.0;91.0;80.0
32;14.3;87.0;100.0;100.0
128;11.0;91.0;99.0;90.0
144;7.8;88.0;99.0;82.0
56;11.4;96.0;98.0;84.0
68;12.2;91.0;99.0;85.0
80;12.8;88.0;100.0;100.0
90;10.9;87.0;96.0;91.0
84;11.5;97.0;100.0;87.0
161;11.5;88.0;98.0;95.0
107;11.6;93.0;99.0;93.0
82;10.3;95.0;99.0;83.0
95;11.3;94.0;98.0;87.0
157;10.3;90.0;97.0;83.0
49;10.5;100.0;100.0;96.0
114;9.7;90.0;98.0;79.0
133;11.3;95.0;99.0;96.0
58;9.4;92.0;81.0;79.0
72;12.2;98.0;97.0;92.0
131;11.6;97.0;96.0;93.0
76;9.2;89.0;96.0;79.0
152;10.8;90.0;91.0;93.0
177;12.0;96.0;98.0;94.0
168;9.4;87.0;99.0;95.0
200;8.4;91.0;99.0;80.0
141;9.6;95.0;94.0;88.0
115;9.7;95.0;97.0;90.0
136;11.0;96.0;96.0;88.0
150;10.4;90.0;99.0;92.0
143;12.4;90.0;100.0;100.0
96;13.9;94.0;100.0;100.0
176;12.1;95.0;98.0;93.0
102;12.5;95.0;99.0;100.0
260;10.2;93.0;97.0;91.0
205;12.8;97.0;100.0;94.0
114;11.1;93.0;100.0;94.0
133;9.8;94.0;95.0;89.0
295;13.1;91.0;100.0;100.0
254;13.7;99.0;100.0;100.0
118;13.5;92.0;96.0;99.0
203;12.9;90.0;99.0;100.0
87;15.1;91.0;99.0;100.0
123;12.1;84.0;99.0;98.0
245;13.8;92.0;100.0;100.0
119;9.4;89.0;99.0;82.0
138;8.7;92.0;95.0;83.0
146;9.2;98.0;97.0;77.0
136;11.5;92.0;98.0;94.0
126;12.6;94.0;97.0;97.0
101;12.1;77.0;98.0;100.0
220;9.7;93.0;96.0;89.0
170;9.0;92.0;99.0;91.0
104;11.0;95.0;100.0;93.0
95;10.1;87.0;96.0;78.0
83;11.8;82.0;97.0;94.0
218;12.4;90.0;95.0;96.0
137;12.5;93.0;96.0;93.0
145;13.1;91.0;99.0;91.0
159;8.7;83.0;97.0;88.0
110;10.2;83.0;100.0;90.0
114;9.4;89.0;96.0;95.0
154;13.3;91.0;97.0;98.0
137;12.7;91.0;93.0;96.0
166;13.0;92.0;96.0;94.0
184;16.2;95.0;99.0;100.0
132;13.5;94.0;99.0;96.0
167;12.8;92.0;95.0;96.0
138;8.8;90.0;97.0;84.0
105;13.8;87.0;98.0;100.0
143;9.4;90.0;98.0;92.0
229;11.7;94.0;95.0;92.0
232;9.0;91.0;98.0;75.0
200;9.8;94.0;94.0;86.0
180;9.0;90.0;98.0;78.0
94;11.8;80.0;99.0;98.0
217;12.4;81.0;95.0;99.0
62;13.4;89.0;92.0;100.0
153;8.9;93.0;97.0;86.0
132;8.3;93.0;100.0;88.0
208;9.4;94.0;97.0;89.0
154;8.3;91.0;93.0;85.0
143;10.3;94.0;92.0;87.0
174;9.8;95.0;98.0;80.0
137;8.9;87.0;97.0;90.0
154;8.7;94.0;96.0;81.0
144;10.0;91.0;95.0;88.0
109;8.9;95.0;91.0;81.0
107;6.5;93.0;95.0;79.0
118;8.9;89.0;99.0;82.0
133;8.5;92.0;94.0;77.0
140;10.9;94.0;100.0;88.0
132;9.9;92.0;98.0;86.0
127;14.2;97.0;100.0;100.0
157;8.6;93.0;94.0;75.0
41;10.8;60.0;93.0;100.0
107;10.3;92.0;93.0;87.0
150;9.3;92.0;96.0;91.0
122;12.3;89.0;99.0;99.0
110;9.8;90.0;95.0;96.0
60;9.4;85.0;100.0;92.0
87;10.5;91.0;100.0;91.0
86;9.1;97.0;98.0;78.0
126;13.3;98.0;98.0;94.0
100;12.4;97.0;100.0;93.0
132;10.6;94.0;100.0;92.0
95;15.7;98.0;98.0;100.0
112;13.9;88.0;99.0;100.0
48;11.8;75.0;89.0;96.0
156;10.8;99.0;94.0;83.0
72;11.3;94.0;99.0;81.0
120;9.0;;96.0;80.0
94;9.4;96.0;97.0;84.0
130;9.8;88.0;100.0;82.0
117;8.1;92.0;96.0;74.0
175;13.3;95.0;98.0;99.0
139;8.9;93.0;99.0;86.0
112;11.6;95.0;97.0;93.0
102;11.9;91.0;96.0;93.0
169;11.5;92.0;96.0;91.0
151;10.7;95.0;97.0;89.0
135;12.3;95.0;97.0;90.0
128;12.6;95.0;97.0;98.0
146;15.3;93.0;97.0;100.0
109;12.7;93.0;96.0;93.0
169;8.0;94.0;99.0;81.0
143;8.6;89.0;98.0;83.0
103;8.8;93.0;97.0;86.0
113;9.0;96.0;96.0;80.0
107;10.6;93.0;97.0;87.0
118;13.0;81.0;100.0;100.0
130;11.5;94.0;100.0;95.0
149;9.3;91.0;99.0;87.0
145;11.4;93.0;99.0;95.0
123;9.9;89.0;95.0;90.0
198;9.8;94.0;100.0;81.0
92;11.0;88.0;95.0;95.0
197;11.3;92.0;98.0;94.0
145;11.7;91.0;99.0;94.0
125;10.1;96.0;100.0;85.0
153;9.6;83.0;95.0;90.0
137;8.1;90.0;100.0;82.0
106;10.4;91.0;95.0;76.0
160;9.1;85.0;98.0;86.0
130;11.7;95.0;98.0;85.0
105;10.5;95.0;100.0;93.0
100;11.4;93.0;99.0;90.0
115;8.6;92.0;100.0;82.0
150;8.4;94.0;97.0;75.0
128;10.4;89.0;100.0;82.0
122;8.9;85.0;97.0;84.0
111;10.4;87.0;100.0;94.0
98;11.0;93.0;98.0;91.0
146;12.1;95.0;99.0;95.0
89;12.0;95.0;96.0;93.0
150;10.6;97.0;97.0;89.0
205;8.6;94.0;97.0;85.0
62;7.6;88.0;97.0;69.0
87;8.6;95.0;97.0;93.0
102;8.7;84.0;98.0;92.0
55;11.0;;95.0;100.0
77;9.8;88.0;99.0;97.0
106;10.1;86.0;99.0;100.0
75;10.8;84.0;100.0;99.0
126;7.2;91.0;98.0;92.0
41;10.3;85.0;97.0;100.0
79;9.6;82.0;100.0;89.0
175;7.4;77.0;90.0;90.0
271;8.9;86.0;99.0;93.0
113;4.8;94.0;84.0;55.0
170;7.5;82.0;97.0;84.0
45;10.3;92.0;100.0;91.0
133;5.4;89.0;96.0;77.0
131;12.8;97.0;93.0;95.0
321;15.0;90.0;99.0;100.0
148;10.0;95.0;94.0;84.0
49;11.0;98.0;97.0;98.0
266;10.2;95.0;98.0;78.0
167;10.5;92.0;91.0;87.0
78;11.2;99.0;99.0;92.0
181;11.7;90.0;98.0;90.0
104;12.8;94.0;99.0;91.0
151;10.9;93.0;95.0;88.0
100;8.7;97.0;97.0;77.0
147;10.2;91.0;97.0;82.0
129;12.8;95.0;99.0;98.0
222;6.4;96.0;96.0;67.0
177;6.3;95.0;97.0;55.0
178;9.2;94.0;100.0;93.0
290;5.4;94.0;99.0;65.0
88;13.5;93.0;100.0;100.0
191;10.4;95.0;97.0;90.0
170;9.6;94.0;98.0;84.0
92;9.9;89.0;91.0;95.0
154;9.9;94.0;95.0;84.0
107;11.2;95.0;97.0;85.0
117;9.0;88.0;79.0;85.0
126;11.1;92.0;98.0;90.0
127;9.3;86.0;94.0;69.0
163;9.0;95.0;92.0;76.0
112;9.9;91.0;94.0;77.0
114;8.6;90.0;96.0;75.0
101;11.0;96.0;99.0;86.0
109;8.8;86.0;91.0;77.0
70;8.5;80.0;74.0;77.0
107;8.2;88.0;91.0;83.0
109;9.3;93.0;99.0;73.0
86;10.2;85.0;87.0;77.0
187;12.4;90.0;96.0;92.0
136;10.6;95.0;98.0;88.0
87;8.9;94.0;99.0;78.0
188;13.7;91.0;98.0;100.0
250;14.7;89.0;98.0;99.0
105;13.1;84.0;100.0;100.0
127;13.3;95.0;99.0;100.0
154;12.7;95.0;98.0;97.0
53;10.7;74.0;100.0;100.0
103;13.8;96.0;98.0;99.0
177;12.2;91.0;96.0;93.0
107;11.0;97.0;100.0;87.0
166;11.6;93.0;97.0;92.0
49;8.1;85.0;94.0;71.0
103;12.1;92.0;95.0;95.0
138;11.5;94.0;98.0;95.0
68;12.4;94.0;94.0;96.0
126;12.7;94.0;99.0;91.0
60;10.2;94.0;91.0;97.0
111;10.9;96.0;100.0;90.0
88;12.4;92.0;99.0;97.0
69;9.7;95.0;99.0;84.0
57;10.9;93.0;97.0;93.0
98;11.6;95.0;97.0;96.0
134;10.7;89.0;97.0;87.0
75;11.6;87.0;94.0;93.0
115;10.8;81.0;97.0;91.0
121;12.1;93.0;100.0;91.0
141;11.3;93.0;96.0;88.0
106;11.7;93.0;100.0;90.0
42;11.7;72.0;95.0;100.0
122;13.8;95.0;100.0;100.0
138;13.3;88.0;97.0;99.0
97;10.8;96.0;100.0;82.0
49;12.0;97.0;95.0;94.0
42;12.0;98.0;100.0;98.0
32;11.6;100.0;97.0;94.0
35;11.3;96.0;97.0;100.0
76;12.8;94.0;100.0;100.0
40;10.0;96.0;98.0;85.0
40;12.6;88.0;100.0;100.0
119;12.6;94.0;93.0;92.0
34;10.2;87.0;88.0;85.0
51;10.9;95.0;96.0;92.0
43;12.3;100.0;100.0;93.0
35;13.0;88.0;100.0;91.0
79;10.8;92.0;92.0;95.0
67;9.8;95.0;92.0;79.0
124;12.0;88.0;98.0;94.0
196;11.5;95.0;98.0;93.0
78;12.9;99.0;98.0;92.0
137;11.7;89.0;99.0;96.0
135;12.3;89.0;92.0;93.0
77;10.3;92.0;98.0;78.0
129;12.8;94.0;98.0;95.0
247;13.9;90.0;97.0;99.0
80;12.0;84.0;98.0;99.0
39;12.6;81.0;98.0;97.0
159;11.3;92.0;100.0;92.0
149;11.7;98.0;99.0;85.0
81;10.5;96.0;98.0;93.0
113;11.8;91.0;100.0;95.0
58;9.6;91.0;100.0;83.0
122;10.8;94.0;97.0;88.0
53;11.8;88.0;100.0;96.0
72;10.9;95.0;97.0;93.0
34;10.4;86.0;74.0;100.0
75;10.7;89.0;95.0;96.0
73;9.5;83.0;95.0;85.0
38;12.9;94.0;95.0;100.0
143;11.9;96.0;97.0;92.0
172;13.4;81.0;98.0;96.0
103;11.0;89.0;94.0;88.0
230;11.1;97.0;99.0;93.0
110;10.3;79.0;97.0;91.0
74;11.9;93.0;100.0;93.0
70;11.2;92.0;100.0;93.0
80;12.2;89.0;94.0;98.0
43;11.4;91.0;96.0;91.0
46;11.8;97.0;98.0;100.0
161;12.5;93.0;98.0;96.0
155;12.5;86.0;99.0;97.0
65;11.5;93.0;100.0;95.0
37;12.7;82.0;97.0;100.0
95;11.5;86.0;99.0;93.0
45;9.4;88.0;96.0;84.0
178;12.0;91.0;96.0;88.0
105;12.2;95.0;94.0;99.0
164;11.1;94.0;92.0;95.0
87;11.7;88.0;100.0;85.0
155;11.0;91.0;95.0;86.0
58;9.5;90.0;99.0;88.0
94;11.5;93.0;99.0;99.0
53;11.0;75.0;95.0;94.0
37;10.9;91.0;100.0;95.0
31;10.6;97.0;94.0;97.0
106;10.5;90.0;93.0;90.0
57;11.8;99.0;97.0;98.0
40;13.0;96.0;94.0;98.0
81;10.9;94.0;100.0;90.0
83;11.7;90.0;96.0;90.0
170;12.5;97.0;99.0;97.0
107;12.0;90.0;97.0;95.0
54;10.5;78.0;93.0;80.0
98;13.3;85.0;98.0;92.0
127;11.8;96.0;95.0;87.0
55;12.5;89.0;95.0;98.0
67;11.6;88.0;96.0;96.0
110;12.3;85.0;94.0;90.0
92;11.7;87.0;98.0;93.0
83;11.3;91.0;100.0;87.0
108;10.8;91.0;100.0;88.0
170;12.2;93.0;98.0;94.0
128;10.9;97.0;95.0;81.0
113;10.4;96.0;97.0;80.0
150;12.8;95.0;95.0;95.0
119;11.4;93.0;98.0;89.0
32;11.9;100.0;94.0;84.0
104;11.5;93.0;94.0;83.0
152;10.7;93.0;97.0;84.0
98;12.5;91.0;97.0;97.0
97;11.8;90.0;97.0;92.0
159;11.1;93.0;98.0;83.0
140;11.5;89.0;93.0;91.0
151;12.2;95.0;93.0;94.0
90;10.0;94.0;95.0;73.0
186;10.9;96.0;98.0;87.0
143;10.0;87.0;94.0;91.0
127;9.2;95.0;98.0;82.0
101;11.1;97.0;100.0;88.0
90;10.9;94.0;97.0;84.0
126;12.1;99.0;100.0;94.0
64;10.4;86.0;97.0;67.0
111;13.0;94.0;92.0;98.0
169;12.5;95.0;97.0;93.0
110;10.9;95.0;100.0;82.0
130;10.5;94.0;98.0;82.0
77;10.1;79.0;94.0;82.0
137;10.0;93.0;96.0;77.0
63;10.4;93.0;100.0;84.0
165;11.0;98.0;95.0;92.0
64;12.5;87.0;98.0;100.0
39;11.6;81.0;97.0;95.0
63;12.1;88.0;97.0;97.0
128;10.1;99.0;98.0;89.0
88;9.7;90.0;100.0;94.0
124;11.0;87.0;96.0;83.0
45;11.7;89.0;94.0;91.0
108;11.2;93.0;98.0;94.0
88;9.8;92.0;99.0;94.0
130;10.5;99.0;98.0;88.0
76;11.1;92.0;97.0;82.0
89;10.7;96.0;99.0;91.0
56;12.4;94.0;98.0;91.0
197;13.6;92.0;98.0;99.0
108;12.1;97.0;100.0;94.0
87;12.1;94.0;99.0;93.0
65;11.8;81.0;96.0;94.0
87;11.3;93.0;98.0;100.0
133;12.3;88.0;100.0;90.0
115;11.8;86.0;98.0;97.0
61;11.4;96.0;95.0;98.0
186;12.1;93.0;98.0;97.0
83;12.5;88.0;100.0;100.0
32;10.9;80.0;97.0;100.0
59;12.0;88.0;100.0;97.0
60;11.0;83.0;97.0;77.0
68;10.0;90.0;95.0;78.0
94;11.2;91.0;98.0;94.0
64;11.1;91.0;100.0;95.0
136;11.9;88.0;100.0;100.0
202;12.8;93.0;99.0;98.0
38;11.5;88.0;97.0;95.0
112;11.5;91.0;100.0;97.0
138;11.0;94.0;93.0;91.0
99;10.8;97.0;96.0;85.0
40;11.5;92.0;98.0;85.0
123;11.9;88.0;98.0;94.0
118;8.6;85.0;95.0;70.0
71;8.8;84.0;93.0;83.0
192;9.8;92.0;95.0;90.0
173;11.1;93.0;100.0;87.0
168;11.0;89.0;99.0;86.0
173;12.9;85.0;96.0;99.0
292;12.2;81.0;98.0;97.0
101;12.1;99.0;98.0;87.0
123;12.1;87.0;99.0;87.0
139;13.6;94.0;100.0;100.0
105;13.1;86.0;99.0;100.0
83;13.1;90.0;98.0;99.0
35;12.7;85.0;97.0;100.0
66;11.4;86.0;94.0;79.0
141;10.7;89.0;97.0;85.0
159;12.8;92.0;98.0;97.0
128;11.9;84.0;96.0;90.0
241;10.1;87.0;97.0;79.0
159;11.5;93.0;97.0;91.0
134;12.6;94.0;98.0;90.0
83;12.6;95.0;97.0;92.0
151;10.6;95.0;98.0;79.0
188;11.8;92.0;100.0;94.0
220;14.7;90.0;99.0;100.0
155;12.2;93.0;98.0;95.0
109;12.8;97.0;96.0;96.0
158;11.6;92.0;98.0;92.0
164;11.1;92.0;97.0;84.0
168;12.0;96.0;95.0;88.0
186;11.8;95.0;99.0;84.0
86;10.1;90.0;98.0;90.0
108;13.1;78.0;96.0;100.0
90;10.7;88.0;92.0;87.0
122;11.0;96.0;100.0;89.0
35;10.7;86.0;92.0;91.0
105;9.9;89.0;90.0;80.0
66;10.2;91.0;100.0;82.0
119;13.4;88.0;98.0;99.0
146;13.5;96.0;97.0;100.0
239;13.0;93.0;98.0;95.0
203;13.8;94.0;98.0;97.0
132;11.8;93.0;95.0;85.0
150;11.3;88.0;94.0;89.0
171;12.9;96.0;100.0;97.0
194;11.9;96.0;93.0;91.0
109;9.9;86.0;97.0;71.0
94;10.2;96.0;95.0;79.0
224;11.5;91.0;94.0;84.0
85;11.4;87.0;95.0;87.0
211;12.0;96.0;98.0;96.0
156;12.1;93.0;100.0;95.0
142;10.3;92.0;94.0;93.0
169;12.2;96.0;95.0;88.0
292;14.2;89.0;99.0;99.0
186;10.7;92.0;95.0;89.0
174;11.9;79.0;89.0;89.0
119;11.5;93.0;96.0;96.0
88;12.2;94.0;98.0;91.0
76;11.1;91.0;99.0;92.0
86;10.6;82.0;89.0;88.0
117;9.6;82.0;88.0;79.0
161;10.0;95.0;92.0;84.0
140;13.7;91.0;99.0;99.0
128;13.3;89.0;100.0;100.0
102;12.3;92.0;100.0;97.0
120;14.3;99.0;100.0;99.0
136;11.6;91.0;97.0;90.0
131;11.2;93.0;91.0;89.0
151;8.4;87.0;93.0;76.0
168;9.6;84.0;90.0;84.0
169;11.4;87.0;97.0;92.0
171;12.0;97.0;97.0;94.0
150;10.3;94.0;88.0;88.0
162;10.9;95.0;96.0;87.0
185;11.3;94.0;96.0;91.0
140;13.2;94.0;99.0;96.0
32;13.4;64.0;91.0;97.0
149;12.6;95.0;96.0;87.0
94;10.6;90.0;96.0;81.0
84;12.5;96.0;100.0;94.0
57;11.5;96.0;95.0;96.0
157;11.1;96.0;99.0;94.0
111;9.8;86.0;98.0;85.0
108;11.2;93.0;97.0;96.0
224;13.9;96.0;100.0;99.0
104;14.0;89.0;100.0;100.0
50;12.8;95.0;96.0;98.0
131;14.0;93.0;99.0;100.0
69;13.8;88.0;100.0;100.0
155;12.8;93.0;99.0;100.0
41;11.2;89.0;98.0;90.0
144;13.4;98.0;99.0;99.0
124;7.4;78.0;100.0;68.0
85;11.4;89.0;92.0;91.0
204;12.4;91.0;99.0;91.0
84;10.5;93.0;95.0;90.0
182;13.4;95.0;100.0;98.0
111;10.9;95.0;94.0;91.0
114;11.5;91.0;98.0;95.0
158;13.2;95.0;100.0;99.0
160;12.7;97.0;100.0;94.0
135;12.7;96.0;100.0;96.0
53;11.7;97.0;100.0;87.0
77;12.4;94.0;98.0;87.0
100;10.9;76.0;100.0;88.0
33;9.8;96.0;94.0;91.0
34;11.2;93.0;100.0;88.0
91;9.6;90.0;92.0;74.0
61;11.4;96.0;100.0;93.0
110;12.6;93.0;96.0;91.0
42;11.3;86.0;95.0;98.0
72;11.1;94.0;99.0;94.0
68;8.8;89.0;94.0;65.0
63;12.7;81.0;95.0;98.0
102;9.3;85.0;100.0;82.0
166;11.8;95.0;100.0;91.0
66;11.2;89.0;96.0;86.0
163;10.1;94.0;96.0;89.0
99;11.5;88.0;95.0;94.0
52;10.0;90.0;89.0;79.0
133;13.2;92.0;99.0;99.0
53;14.0;88.0;100.0;100.0
71;10.7;93.0;100.0;94.0
71;11.3;84.0;100.0;99.0
131;11.7;87.0;91.0;99.0
121;12.5;84.0;94.0;100.0
134;12.6;85.0;99.0;97.0
72;10.7;93.0;96.0;85.0
99;11.7;87.0;94.0;92.0
104;9.1;76.0;85.0;85.0
110;7.6;87.0;96.0;70.0
158;12.0;93.0;100.0;98.0
67;11.2;86.0;87.0;91.0
76;8.6;88.0;90.0;79.0
106;11.0;95.0;97.0;85.0
104;12.6;84.0;98.0;91.0
95;12.4;97.0;99.0;98.0
93;11.9;96.0;97.0;82.0
91;9.7;94.0;96.0;86.0
110;10.6;81.0;95.0;90.0
110;9.9;94.0;96.0;84.0
149;12.1;89.0;98.0;93.0
74;10.2;83.0;91.0;80.0
32;10.1;84.0;97.0;91.0
62;11.8;90.0;97.0;87.0
88;9.5;82.0;93.0;81.0
78;11.9;92.0;99.0;92.0
32;12.9;84.0;97.0;97.0
77;10.3;90.0;97.0;81.0
108;8.7;92.0;97.0;94.0
94;8.3;89.0;89.0;65.0
45;10.0;97.0;96.0;87.0
71;9.9;96.0;97.0;80.0
99;7.9;84.0;94.0;94.0
97;7.9;81.0;93.0;73.0
159;11.1;97.0;94.0;91.0
85;12.5;88.0;100.0;99.0
114;11.7;91.0;92.0;83.0
77;9.3;85.0;94.0;86.0
73;8.1;78.0;99.0;93.0
156;12.9;92.0;98.0;100.0
63;9.9;85.0;95.0;89.0
98;13.0;88.0;99.0;100.0
99;12.1;78.0;100.0;98.0
91;10.3;80.0;99.0;93.0
99;12.3;73.0;94.0;100.0
42;10.7;90.0;96.0;93.0
110;9.3;94.0;95.0;79.0
150;12.3;84.0;97.0;89.0
109;12.4;89.0;98.0;95.0
109;13.5;87.0;100.0;97.0
103;12.2;88.0;95.0;92.0
186;9.9;97.0;97.0;86.0
69;9.2;95.0;96.0;80.0
121;10.7;88.0;95.0;83.0
100;9.4;89.0;95.0;80.0
103;9.2;88.0;97.0;88.0
127;10.3;90.0;96.0;89.0
66;12.4;96.0;99.0;94.0
91;11.3;85.0;99.0;90.0
98;10.1;92.0;97.0;90.0
117;6.2;78.0;91.0;75.0
62;6.1;77.0;93.0;63.0
76;9.9;98.0;97.0;84.0
86;11.5;94.0;98.0;90.0
132;10.7;89.0;97.0;80.0
133;8.2;82.0;99.0;80.0
62;9.4;84.0;96.0;81.0
123;8.0;94.0;95.0;81.0
168;11.3;94.0;97.0;95.0
72;7.7;96.0;99.0;74.0
123;9.0;94.0;90.0;72.0
46;10.0;84.0;98.0;80.0
98;11.5;88.0;100.0;93.0
115;10.3;91.0;93.0;81.0
174;12.1;90.0;98.0;97.0
122;11.1;100.0;96.0;89.0
94;13.8;97.0;100.0;100.0
63;10.4;96.0;98.0;87.0
65;11.1;78.0;92.0;88.0
85;9.7;84.0;93.0;79.0
142;10.6;94.0;93.0;80.0
54;8.1;90.0;95.0;83.0
105;8.9;74.0;90.0;81.0
49;11.7;78.0;100.0;90.0
133;13.0;88.0;99.0;100.0
61;12.8;92.0;100.0;100.0
128;12.9;92.0;97.0;92.0
33;10.8;82.0;89.0;79.0
85;12.1;89.0;99.0;93.0
64;12.7;72.0;100.0;98.0
68;9.6;78.0;84.0;79.0
107;11.8;89.0;100.0;95.0
239;14.0;89.0;100.0;100.0
79;12.9;88.0;100.0;94.0
99;12.1;95.0;100.0;89.0
150;11.3;91.0;98.0;87.0
140;10.9;95.0;99.0;83.0
165;10.8;93.0;97.0;95.0
90;11.7;89.0;100.0;83.0
109;9.9;93.0;98.0;84.0
102;10.9;94.0;99.0;88.0
105;11.3;91.0;100.0;93.0
136;11.6;89.0;100.0;93.0
88;10.7;98.0;97.0;89.0
57;11.8;93.0;100.0;100.0
117;11.4;90.0;100.0;85.0
35;12.3;86.0;100.0;94.0
45;12.3;91.0;100.0;96.0
64;11.9;94.0;97.0;92.0
65;10.7;87.0;93.0;89.0
83;10.5;89.0;97.0;93.0
113;12.2;92.0;91.0;98.0
58;7.8;81.0;95.0;76.0
38;10.7;94.0;97.0;84.0
127;11.4;95.0;96.0;93.0
94;12.1;92.0;98.0;94.0
135;12.3;97.0;100.0;99.0
122;9.2;94.0;100.0;84.0
84;12.7;97.0;100.0;98.0
97;10.7;97.0;100.0;99.0
138;11.3;99.0;100.0;93.0
200;12.4;95.0;100.0;96.0
98;11.0;96.0;99.0;86.0
102;12.3;84.0;100.0;100.0
252;13.9;91.0;100.0;100.0
71;12.9;92.0;100.0;99.0
126;9.8;94.0;100.0;79.0
53;8.5;90.0;85.0;89.0
98;11.7;94.0;97.0;84.0
180;12.4;94.0;98.0;98.0
82;8.2;88.0;97.0;72.0
99;10.3;91.0;95.0;85.0
87;11.0;89.0;98.0;93.0
105;11.0;94.0;96.0;96.0
53;10.2;93.0;98.0;94.0
144;12.0;94.0;99.0;92.0
90;10.9;95.0;100.0;93.0
95;10.4;96.0;98.0;91.0
52;11.7;91.0;100.0;96.0
83;11.5;88.0;78.0;93.0
59;12.0;88.0;92.0;97.0
119;15.1;79.0;95.0;100.0
36;11.8;82.0;100.0;97.0
157;10.2;86.0;88.0;85.0
132;12.5;86.0;96.0;94.0
80;11.3;89.0;99.0;92.0
66;8.6;78.0;99.0;89.0
72;10.6;92.0;99.0;86.0
113;11.7;89.0;85.0;91.0
129;11.9;89.0;96.0;91.0
134;13.1;89.0;99.0;100.0
85;8.8;97.0;100.0;82.0
95;13.2;92.0;100.0;96.0
31;14.5;92.0;100.0;100.0
71;13.0;96.0;100.0;97.0
105;12.3;87.0;94.0;94.0
139;12.6;88.0;96.0;94.0
42;10.2;83.0;95.0;100.0
50;13.0;39.0;100.0;100.0
118;14.1;83.0;95.0;98.0
144;12.8;90.0;97.0;98.0
182;13.1;93.0;98.0;90.0
71;12.5;93.0;100.0;99.0
48;13.4;95.0;100.0;100.0
54;10.2;78.0;96.0;91.0
50;9.8;95.0;100.0;90.0
67;12.1;96.0;96.0;97.0
81;11.3;84.0;91.0;88.0
103;11.3;89.0;94.0;89.0
113;11.2;91.0;96.0;95.0
99;10.6;94.0;96.0;88.0
159;9.4;88.0;95.0;73.0
46;10.3;82.0;100.0;89.0
82;10.6;84.0;90.0;77.0
86;10.6;93.0;99.0;99.0
241;10.8;92.0;94.0;93.0
153;9.4;87.0;89.0;85.0
134;10.4;92.0;89.0;93.0
161;9.2;85.0;91.0;81.0
132;12.4;97.0;99.0;96.0
126;10.5;79.0;89.0;81.0
131;12.3;92.0;98.0;98.0
86;9.9;88.0;95.0;79.0
105;8.5;77.0;89.0;80.0
91;11.4;97.0;98.0;93.0
45;12.1;95.0;96.0;96.0
141;12.2;94.0;99.0;93.0
145;12.2;97.0;99.0;95.0
136;11.8;93.0;96.0;95.0
137;11.5;81.0;94.0;91.0
122;12.3;96.0;100.0;92.0
178;11.0;92.0;95.0;93.0
90;13.5;86.0;99.0;99.0
96;12.6;97.0;98.0;95.0
94;14.6;92.0;98.0;100.0
105;10.1;84.0;99.0;80.0
96;12.3;94.0;98.0;96.0
139;10.0;96.0;96.0;86.0
56;12.8;91.0;95.0;100.0
102;10.8;94.0;97.0;96.0
159;11.4;94.0;98.0;92.0
92;11.4;89.0;100.0;89.0
118;12.3;97.0;99.0;97.0
61;10.6;95.0;99.0;97.0
107;11.6;93.0;98.0;96.0
146;7.9;88.0;97.0;71.0
102;9.3;89.0;100.0;79.0
89;13.4;95.0;93.0;100.0
154;12.5;96.0;99.0;90.0
181;9.8;89.0;95.0;91.0
97;11.9;91.0;96.0;85.0
169;9.3;84.0;99.0;80.0
183;14.8;92.0;99.0;99.0
140;14.7;94.0;96.0;100.0
80;14.3;90.0;100.0;96.0
33;12.4;76.0;100.0;97.0
81;14.9;89.0;99.0;100.0
153;11.6;84.0;91.0;89.0
104;10.2;91.0;94.0;78.0
145;12.4;95.0;96.0;92.0
151;13.0;97.0;96.0;93.0
134;8.7;87.0;97.0;78.0
118;9.3;89.0;97.0;76.0
109;13.0;91.0;99.0;92.0
187;8.3;79.0;96.0;77.0
140;10.7;91.0;99.0;90.0
77;10.8;86.0;94.0;82.0
103;12.5;90.0;99.0;94.0
161;9.6;91.0;96.0;76.0
192;13.3;93.0;99.0;94.0
80;12.3;89.0;94.0;84.0
231;12.6;81.0;99.0;95.0
294;14.7;94.0;99.0;100.0
205;14.9;95.0;98.0;100.0
267;13.8;93.0;95.0;99.0
164;14.5;94.0;98.0;100.0
94;11.5;86.0;100.0;89.0
86;12.3;91.0;95.0;90.0
53;14.0;94.0;100.0;100.0
74;10.4;94.0;100.0;82.0
46;9.5;93.0;92.0;83.0
165;11.4;91.0;100.0;95.0
153;12.0;96.0;97.0;88.0
99;10.8;87.0;96.0;93.0
111;12.1;89.0;97.0;96.0
99;11.6;94.0;99.0;96.0
76;11.6;100.0;100.0;95.0
55;11.0;100.0;100.0;93.0
74;9.3;89.0;95.0;82.0
91;11.2;92.0;95.0;95.0
121;12.0;93.0;95.0;95.0
90;11.5;95.0;95.0;98.0
106;7.7;83.0;96.0;65.0
183;10.4;93.0;96.0;93.0
